alinea,alinea1,amendements1Signataire,amendementsMoins10Signataires,amendementsPlus10Signataires,article,book,chapter,code-part,law,lawType,paragraph,section,section1,sentence,text,texteLegislatif,texteLegislatifArticle,title,year
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,L351-7-1 A,,,,indirect: (relative: 0),code,,,,,l’article L. 351-7-1 A du présent code,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,6,,,,,,,,,,au premier alinéa de l’article 6,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
indirect: -1,,0,0,1,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 53,,2019
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,L815-1,,,,indirect: (relative: 0),code,,,,,l’article L. 815-1 du même code,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 53,,2019
2,,0,0,1,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 53,,2019
,,0,0,1,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 53,,2019
,,2,0,3,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 54,,2019
3,,2,0,3,,,,,,,,,,,le troisième alinéa,PLFSS pour 2020,ARTICLE 54,,2019
2,,2,0,3,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,,,,,indirect: (relative: 0),arrêté,,,,,le même arrêté,PLFSS pour 2020,ARTICLE 54,,2019
4,,2,0,3,,,,,,,,,,,au quatrième alinéa,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 54,,2019
1,,2,0,3,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 54,,2019
2,,2,0,3,,,,,,,,,,1,La première phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 54,,2019
2,,2,0,3,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 54,,2019
indirect: -1,,2,0,3,,,,,,,,,,,du dernier alinéa,PLFSS pour 2020,ARTICLE 54,,2019
2,,2,0,3,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2020,ARTICLE 54,,2019
I order: 1,2° order: 2,2,0,3,indirect: (relative: 0),,,,,,,,,,Les 2° et 3° du I du présent article,PLFSS pour 2020,ARTICLE 54,,2019
I order: 1,3° order: 3,2,0,3,indirect: (relative: 0),,,,,,,,,,Les 2° et 3° du I du présent article,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 54,,2019
,,2,0,3,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 54,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 55,,2019
indirect: -1,,1,0,1,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,L341-7,,,,,,,,,,L’article L. 341-7,PLFSS pour 2020,ARTICLE 55,,2019
1,,1,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 55,,2019
1,,1,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 55,,2019
1,,1,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 55,,2019
2,,1,0,1,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 55,,2019
,,1,0,1,L731-35-2,,,,indirect: (relative: 0),code,,,,,l’article L. 731-35-2 du même code,PLFSS pour 2020,ARTICLE 55,,2019
V order: 5,,1,0,1,,,,,,,,,,,au V,PLFSS pour 2020,ARTICLE 55,,2019
III order: 3,,1,0,1,,,,,,,,,,,au III,PLFSS pour 2020,ARTICLE 55,,2019
,,8,1,8,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 56,,2019
1,,8,1,8,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 56,,2019
1,,8,1,8,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 56,,2019
indirect: -1,,8,1,8,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 56,,2019
3,,8,1,8,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2020,ARTICLE 56,,2019
,,8,1,8,,,,,code rural,code,,,,,Le code rural,PLFSS pour 2020,ARTICLE 56,,2019
,,8,1,8,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 56,,2019
1,,8,1,8,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 56,,2019
2,,8,1,8,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2020,ARTICLE 56,,2019
3,,8,1,8,,,,,,,,,,,Au troisième alinéa,PLFSS pour 2020,ARTICLE 56,,2019
,,8,1,8,L422-6,,,,code de la sécurité sociale,code,,,,,l’article L. 422-6 du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 56,,2019
,,8,1,8,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 56,,2019
,,3,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 3,,
5,,3,0,2,,,,,,,,,,,Au cinquième alinéa,PLFSS pour 2020,ARTICLE 3,,
indirect: -1,,3,0,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 3,,
e order: e,,3,0,2,,,,,,,,,,,Au e,PLFSS pour 2020,ARTICLE 3,,
III bis order: 3,,3,0,2,,,,,,,,,,,du III bis,PLFSS pour 2020,ARTICLE 3,,
indirect: -1,,3,0,2,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,,,,indirect: (relative: 0),,,la présente section,PLFSS pour 2020,ARTICLE 3,,
1,,3,0,2,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 3,,
1,,3,0,2,4,,,,2018-359 du 2018-05-16,ordonnance,,,,,au premier alinéa de l’article 4 de l’ordonnance n° 2018-359 du 16 mai 2018,PLFSS pour 2020,ARTICLE 3,,
,,3,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 3,,
1,,3,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 3,,
V order: 5,,1,0,0,,,,,,,,,,,au V,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,order: 3,code du travail,code,,,,,la troisième partie du code du travail,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 7,,
V order: 5,,1,0,0,,,,,,,,,,,au V,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2020,ARTICLE 7,,
V order: 5,,1,0,0,,,,,,,,,,,au V,PLFSS pour 2020,ARTICLE 7,,
I order: 1,,1,0,0,,,,,,,,,,,du I,PLFSS pour 2020,ARTICLE 7,,
III order: 3,2,1,0,0,,,,,,,,,,indirect: -1,la dernière phrase du deuxième alinéa du III,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,indirect: 1,code du travail,code,,,,,la première partie du code du travail,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 7,,
2,,1,0,0,,,,,,,,,,indirect: -1,la dernière phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 7,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,au code de la sécurité sociale,PLFSS pour 2020,ARTICLE 7,,
,,0,0,2,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 8,,
5,,0,0,2,,,,,,,,,,,Le cinquième alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 8,,
2,,0,0,2,,,,,,,,,,2,la seconde phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 8,,
3,,0,0,2,,,,,,,,,,1,la première phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 8,,
3,,0,0,2,,,,,,,,,,indirect: -1,la dernière phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 8,,
1,,0,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,code des transports,code,,,,,du code des transports,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 8,,
1,,0,0,2,,,,,,,,,,,le premier alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,code des transports,code,,,,,du code des transports,PLFSS pour 2020,ARTICLE 8,,
1,,0,0,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 8,,
2,,0,0,2,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 8,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 8,,
3,,0,0,2,,,,,,,,,,,du troisième alinéa,PLFSS pour 2020,ARTICLE 8,,
2,,0,0,2,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2020,ARTICLE 8,,
indirect: -1,,0,0,1,,,,,,,,,,1,la première phrase du dernier alinéa,PLFSS pour 2020,ARTICLE 8 QUINQUIES,,
III order: 3,,0,0,1,L752-3-2,,,,code de la sécurité sociale,code,,,,,du III de l’article L. 752-3-2 du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 8 QUINQUIES,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 9,,
,,1,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 9,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 9,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2020,ARTICLE 9,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 9,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 9,,
,,2,0,1,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2020,ARTICLE 9 TER,,
,,2,0,1,435,,,,,,,,,,l’article 435,PLFSS pour 2020,ARTICLE 9 TER,,
,,3,0,4,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 17,,
1,,3,0,4,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 17,,
1,,3,0,4,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
I order: 1,,3,0,4,,,,,,,,,,,Le I,PLFSS pour 2020,ARTICLE 17,,
1,,3,0,4,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 17,,
2,,3,0,4,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2020,ARTICLE 17,,
3,,3,0,4,,,,,,,,,,,du troisième alinéa,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,le dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 17,,
3,,3,0,4,,,,,,,,,,,du troisième alinéa,PLFSS pour 2020,ARTICLE 17,,
c order: c,,3,0,4,,,,,,,,,,,du c,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,L612-5,,,,,,,,,,Le dernier alinéa de l’article L. 612-5,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,le même article,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code des juridictions financières,code,,,,,du code des juridictions financières,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,indirect: (relative: 0),,,,,,,,au présent chapitre,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,indirect: (relative: 0),,,,,,,,au présent chapitre,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code rural et de la pêche maritime,code,,,,,Le code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 17,,
3,,3,0,4,,,,,,,,,,,Au troisième alinéa,PLFSS pour 2020,ARTICLE 17,,
1,,3,0,4,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 17,,
II septies order: 2,,3,0,4,4,,,,96-50 du 1996-01-24,ordonnance,,,,,Le II septies de l’article 4 de l’ordonnance n° 96-50 du 24 janvier 1996,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 17,,
XVI order: 16,,3,0,4,15,,,,2017-1836 du 2017-12-30,loi,,,,,Le XVI de l’article 15 de la loi n° 2017-1836 du 30 décembre 2017,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
indirect: -1,,3,0,4,,,,,,,,,,,du dernier alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,879,,,,code général des impôts,code,,,,,l’article 879 du code général des impôts,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 17,,
3,,3,0,4,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 17,,
,,3,0,4,indirect: (relative: 0),,,,,,,,,,le présent article,PLFSS pour 2020,ARTICLE 17,,
,,0,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 26 BIS,,
1° order: 1,,0,0,2,,,,,,,,,,,au 1°,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,L162-23-15,,,,,,,,,,l’article L. 162-23-15,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 26 BIS,,
1,,0,0,2,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 26 BIS,,
1,,0,0,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 26 BIS,,
5,,0,0,2,,,,,,,,,,,le cinquième alinéa,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 26 BIS,,
1° order: 1,,0,0,2,L162-22-8-2,,,,,,,,,,au 1° de l’article L. 162-22-8-2,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,2,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 26 BIS,,
,,0,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 31,,
,,0,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 31,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 32,,
7,,1,0,2,,,,,,,,,,,Au septième alinéa,PLFSS pour 2020,ARTICLE 32,,
8,,1,0,2,,,,,,,,,,,Au huitième alinéa,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,L861-3,,,,,,,,,,l’article L. 861-3,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 32,,
2,,1,0,2,,,,,,,,,,,le deuxième alinéa,PLFSS pour 2020,ARTICLE 32,,
4,,1,0,2,,,,,,,,,,,Le quatrième alinéa,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,,,,,,3,la troisième phrase,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,,,,,,indirect: -1,la dernière phrase,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 32,,
b order: b,,1,0,2,,,,,,,,,,,au b,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 32,,
2,,1,0,2,,,,,,,,,,1,la première phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 32,,
indirect: -1,,1,0,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 32,,
1,,1,0,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 32,,
1,,1,0,2,,,,,,,,,,2,La seconde phrase du premier alinéa,PLFSS pour 2020,ARTICLE 32,,
2° order: 2,,1,0,2,,,,,,,,,,,au 2°,PLFSS pour 2020,ARTICLE 32,,
1,,1,0,2,,,,,,,,,,3,la troisième phrase du premier alinéa,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,6-1,,,,89-1009 du 1989-12-31,loi,,,,,"Les articles 6-1, 6-2 et 6-3 de la loi n° 89-1009 du 31 décembre 1989",PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,6-2,,,,89-1009 du 1989-12-31,loi,,,,,"Les articles 6-1, 6-2 et 6-3 de la loi n° 89-1009 du 31 décembre 1989",PLFSS pour 2020,ARTICLE 32,,
