alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
,,,72,Breton Xavier,Député,,,,,LR,2018-1203 du 2018-12-22,loi,,,,,Non soutenu,l'article 72 de la loi n°2018-1203 du 22 décembre 2018,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001668,2020
,,,L331-8,Breton Xavier,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,l'article L. 331-8 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001668,2020
,,,,Dubié Jeanine,Député,,,,,LT,code des assurances,code,,,,,Rejeté,le code des assurances,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001672,2020
,,,,Dubié Jeanine,Député,,,,,LT,code de la mutualité,code,,,,,Rejeté,le code de la mutualité,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001672,2020
,,,,Grandjean Carole,Député,,,,,LaREM,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001674,2020
,,,L114-12-1,Grandjean Carole,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,l’article L 114-12-1 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001674,2020
1,,,,Grandjean Carole,Député,,,,,LaREM,,,,,,,Adopté,le premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001678,2020
,,,,Grandjean Carole,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Adopté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001678,2020
,,,,Viry Stéphane,Député,,,,,LR,,,,,,1,Rejeté,la première phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001679,2020
indirect: (relative: 0),,,,Viry Stéphane,Député,,,,,LR,,,,,,2,Rejeté,la seconde phrase du même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001679,2020
indirect: (relative: 0),,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Le même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001679,2020
4,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au quatrième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001679,2020
,,,,Viry Stéphane,Député,,,,,LR,,,,,,2,Rejeté,la seconde phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001679,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001680,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001681,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001682,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001683,2020
,,,86,Brindeau Pascal,Député,,,,,UDI-I,2013-1203 du 2013-12-23,loi,,,,,Rejeté,l'article 86 de la loi n° 2013-1203 du 23 décembre 2013,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001683,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001684,2020
,,,59,Brindeau Pascal,Député,,,,,UDI-I,2015-1702 du 2015-12-21,loi,,,,,Rejeté,l'article 59 de la loi n° 2015-1702 du 21 décembre 2015,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001684,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001685,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001686,2020
,,,65,Brindeau Pascal,Député,,,,,UDI-I,2014-1554 du 2014-12-22,loi,,,,,Rejeté,l'article 65 de la loi n° 2014-1554 du 22 décembre 2014,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001686,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001687,2020
,,,109,Brindeau Pascal,Député,,,,,UDI-I,,,,,,,Rejeté,l'article 109,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001687,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001688,2020
,,,L114-16-2,Brindeau Pascal,Député,,,,,UDI-I,,,,,,,Rejeté,l'article L. 114-16-2,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001688,2020
,,,L114-16-3,Brindeau Pascal,Député,,,,,UDI-I,,,,,,,Rejeté,l'article L. 114-16-3,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001688,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001689,2020
,,,,Brindeau Pascal,Député,,,,,UDI-I,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001690,2020
,,,L114-16-3,Brindeau Pascal,Député,,,,,UDI-I,,,,,,,Rejeté,l'article L. 114-16-3,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001690,2020
,,,L114-16-2,Brindeau Pascal,Député,,,,,UDI-I,,,,,,,Rejeté,l'article L. 114-16-2,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001690,2020
1,,,L114-10-2,Grandjean Carole,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Retiré,le premier alinéa de l'article L.114-10-2 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001692,2020
1° order: 1,,,R611-2,Grandjean Carole,Député,,,,,LaREM,code de l’entrée et du séjour des étrangers et du droit d’asile,code,,,,,Retiré,aux 1° à 4° de l’article R.611-2 du code de l'entrée et du séjour des étrangers et du droit d'asile,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001692,2020
4° order: 4,,,R611-2,Grandjean Carole,Député,,,,,LaREM,code de l’entrée et du séjour des étrangers et du droit d’asile,code,,,,,Retiré,aux 1° à 4° de l’article R.611-2 du code de l'entrée et du séjour des étrangers et du droit d'asile,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001692,2020
,,,L161-1-4,Grandjean Carole,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,l’article L 161-1-4 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001693,2020
1,,,,de La Raudière Laure,Député,,,,,Agir ens,,,,,,,Rejeté,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001748,2020
,,,,de La Raudière Laure,Député,,,,,Agir ens,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001748,2020
III order: 3,4° order: 4,,8,Ramassamy Nadia,Député,,,,,LR,,,,,,,Rejeté,Le 4° du III de l’article 8,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001751,2020
,,,575,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001751,2020
,,,575 A,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001751,2020
1° order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
III order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
I order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
I order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
,,,575,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
,,,575 A,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001752,2020
1° order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,Au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001753,2020
III order: 3,,,L752-3-2,Ramassamy Nadia,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du III de l’article L. 752‑3‑2 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001753,2020
I order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001753,2020
,,,575,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001753,2020
,,,575 A,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001753,2020
1° order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001754,2020
III order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001754,2020
,,,575,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001754,2020
,,,575 A,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001754,2020
3° order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001755,2020
III order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001755,2020
3° order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001755,2020
,,,575,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001755,2020
,,,575 A,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001755,2020
3° order: 3,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001757,2020
III order: 3,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001757,2020
,,,,Viry Stéphane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001757,2020
,,,575,Viry Stéphane,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001757,2020
,,,575 A,Viry Stéphane,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001757,2020
3° order: 3,,,,Mauborgne Sereine,Député,,,,,LaREM,,,,,,,Rejeté,Le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001760,2020
III order: 3,,,,Mauborgne Sereine,Député,,,,,LaREM,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001760,2020
,,,,Mauborgne Sereine,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001760,2020
,,,575,Mauborgne Sereine,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001760,2020
,,,575 A,Mauborgne Sereine,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001760,2020
,,,,Cherpion Gérard,Député,,,,,LR,,,,,,1,Rejeté,la première phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001766,2020
3° order: 3,,,,Cherpion Gérard,Député,,,,,LR,,,,,,,Rejeté,au 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001766,2020
2° order: 2,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
I bis order: 1,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,du I bis,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
indirect: (relative: 0),,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,le même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
,,,,Mesnier Thomas,Député,,,,,LaREM,indirect: (relative: 0),code,,,,,Adopté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
,,,,Mesnier Thomas,Député,,,,,LaREM,code de la santé publique,code,,,,,Adopté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
1° order: 1,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
2° order: 2,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
I order: 1,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
I order: 1,2,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,le deuxième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
1,,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
,,,,Mesnier Thomas,Député,,,,,LaREM,code de la santé publique,code,,,,,Adopté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
indirect: (relative: 0),,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
indirect: (relative: 0),,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,du présent alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
indirect: (relative: 0),,,,Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
,,,indirect: (relative: 0),Mesnier Thomas,Député,,,,,LaREM,,,,,,,Adopté,au même article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001767,2020
III order: 3,,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Rejeté,Le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001769,2020
,,,,Saulignac Hervé,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001769,2020
I order: 1,,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Tombé,le I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001770,2020
,,,,Saulignac Hervé,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Tombé,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001770,2020
I order: 1,1,,,Saulignac Hervé,Député,,,,,SOC,,,,,,1,Tombé,la première phrase du premier alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001770,2020
indirect: (relative: 0),,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Tombé,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001770,2020
,,,,Saulignac Hervé,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001772,2020
II order: 2,,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Rejeté,le II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001772,2020
III order: 3,,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Rejeté,Le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001772,2020
II order: 2,1,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Rejeté,du premier alinéa du II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001773,2020
,,,,Saulignac Hervé,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001773,2020
I order: 1,,,,Saulignac Hervé,Député,,,,,SOC,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001773,2020
VI order: 6,,,65,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,Le VI de l’article 65,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001780,2020
,,,575,Vainqueur-Christophe Hélène,Député,,,,,SOC,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001780,2020
,,,575 A,Vainqueur-Christophe Hélène,Député,,,,,SOC,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001780,2020
VI order: 6,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,le VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001781,2020
,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,Constitution,constitution,,,,,Rejeté,la Constitution,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001781,2020
,,,575,Vainqueur-Christophe Hélène,Député,,,,,SOC,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001781,2020
,,,575 A,Vainqueur-Christophe Hélène,Député,,,,,SOC,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001781,2020
1° order: 1,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001782,2020
III order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001782,2020
,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001782,2020
,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001782,2020
3° order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001783,2020
III order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001783,2020
3° order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001783,2020
,,,575,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001783,2020
,,,575 A,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001783,2020
1° order: 1,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001785,2020
III order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001785,2020
,,,575,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001785,2020
,,,575 A,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001785,2020
1° order: 1,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
III order: 3,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
I order: 1,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
I order: 1,,,,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
,,,575,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
,,,575 A,Vainqueur-Christophe Hélène,Député,,,,,SOC,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001786,2020
,,,,Claireaux Stéphane,Député,,,,,LaREM,indirect: (relative: 0),ordonnance,,,,,Non soutenu,la présente ordonnance,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001787,2020
,,,,Claireaux Stéphane,Député,,,,,LaREM,indirect: (relative: 0),ordonnance,,,,,Non soutenu,la présente ordonnance,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001787,2020
,,,,Claireaux Stéphane,Député,,,,,LaREM,indirect: (relative: 0),ordonnance,,,,,Non soutenu,la présente ordonnance,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001788,2020
,,,,Claireaux Stéphane,Député,7,Ier,,,LaREM,code de la sécurité sociale,code,,3,,,Non soutenu,La section 3 du chapitre Ier du titre 1 du livre 7 du code de la sécurité sociale,PRJLANR5L15B3397,1,AMANR5L15PO717460B3397P0D1N001789,2020
,,,,Claireaux Stéphane,Député,,,,,LaREM,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001789,2020
,,,,Limon Monique,Député,,,,,LaREM,,,,,,1,Adopté,la première phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001793,2020
indirect: (relative: 0),,,,Limon Monique,Député,,,,,LaREM,,,,,,,Adopté,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001799,2020
,,,indirect: (relative: 0),Limon Monique,Député,,,,,LaREM,,,,,,,Adopté,Le présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001803,2020
,,,,Ratenon Jean-Hugues,Député,,,,,FI,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001805,2020
,,,indirect: (relative: 0),Ratenon Jean-Hugues,Député,,,,,FI,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001805,2020
I order: 1,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001806,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,code de l’action sociale et des familles,code,,,,,Rejeté,du code de l’action sociale et des familles,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001806,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,3,Tombé,la troisième phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001807,2020
indirect: (relative: 0),,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,indirect: -1,Tombé,la dernière phrase du même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001807,2020
,,,,Fiat Caroline,Député,,,,,FI,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001808,2020
,,,indirect: (relative: 0),Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,au même article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001808,2020
1,,,,Fiat Caroline,Député,,,,,FI,,,,,,,Non soutenu,Au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001819,2020
,,,,Fiat Caroline,Député,,,,,FI,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001819,2020
